source,mlbam_id,fg_id,player_name,team,dynasty_rank,dynasty_tier,position_group,source_rank,fallback_rank,rank_method,notes
workspace-baseline-2026,829683,,Jesus Delgado,ATH,7165,Tier 6,SP,,7161,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808127,,Jesus Escobar,AZ,7166,Tier 6,SP,,7162,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,834973,,Jesus Gomez,MIN,7167,Tier 6,SP,,7163,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806882,,Jesus Lopez,SD,7168,Tier 6,SP,,7164,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827767,,Jesus Mejia,DET,7169,Tier 6,SP,,7165,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820887,,Jesus Nunez,HOU,7170,Tier 6,SP,,7166,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821276,,Jesús García,STL,7171,Tier 6,SP,,7167,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807002,,Jeter Martinez,PIT,7172,Tier 6,SP,,7168,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,824888,,Jeuris Guzman,SD,7173,Tier 6,SP,,7169,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815196,,Jezler Baules,KC,7174,Tier 6,SP,,7170,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820950,,Jhan Almeida,CIN,7175,Tier 6,SP,,7171,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,834946,,Jhendry Ciriaco,TB,7176,Tier 6,SP,,7172,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805093,,Jhon Cabral,MIA,7177,Tier 6,SP,,7173,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808042,,Jhon Medina,COL,7178,Tier 6,SP,,7174,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825184,,Jhossua Castro,AZ,7179,Tier 6,SP,,7175,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835173,,Jhosue Rodriguez,HOU,7180,Tier 6,SP,,7176,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,811601,,Jimmy Reyes,SD,7181,Tier 6,SP,,7177,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815939,,Jodainy Henriquez,CLE,7182,Tier 6,SP,,7178,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,809332,,Johan Zapata,MIL,7183,Tier 6,SP,,7179,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827769,,John Arias,TB,7184,Tier 6,SP,,7180,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,836275,,Joismer Sandoval,BAL,7185,Tier 6,SP,,7181,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814227,,Jordan Valenzuela,SD,7186,Tier 6,SP,,7182,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816402,,Jordin Jhonni,KC,7187,Tier 6,SP,,7183,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,802242,,Jordy Arias,TEX,7188,Tier 6,SP,,7184,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808366,,Jose Bello,BOS,7189,Tier 6,SP,,7185,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821781,,Jose Cruz,KC,7190,Tier 6,SP,,7186,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829842,,Jose D. Gonzalez,SF,7191,Tier 6,SP,,7187,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808243,,Jose Feliz,WSH,7192,Tier 6,SP,,7188,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821768,,Jose Golindano,BOS,7193,Tier 6,SP,,7189,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816397,,Jose Guevara,NYM,7194,Tier 6,SP,,7190,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821653,,Jose Lopez,LAD,7195,Tier 6,SP,,7191,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823886,,Jose Ortega,SD,7196,Tier 6,SP,,7192,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821280,,Jose Parra,ATH,7197,Tier 6,SP,,7193,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808373,,Jose Rengel,SF,7198,Tier 6,SP,,7194,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814262,,Jose Sanchez,WSH,7199,Tier 6,SP,,7195,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835617,,Jose Taveras,LAD,7200,Tier 6,SP,,7196,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808250,,Jose Urbina,TB,7201,Tier 6,SP,,7197,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823877,,Joseph Herrera,SD,7202,Tier 6,SP,,7198,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820849,,Joshue De La Cruz,PHI,7203,Tier 6,SP,,7199,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,812559,,Josiah Romeo,ATH,7204,Tier 6,SP,,7200,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801738,,Josue Arias,MIA,7205,Tier 6,SP,,7201,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814811,,Juan Cazarez,SEA,7206,Tier 6,SP,,7202,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,802399,,Juan Cota,MIN,7207,Tier 6,SP,,7203,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808268,,Juan Rasquin,BAL,7208,Tier 6,SP,,7204,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825669,,Julio Ozoria,BAL,7209,Tier 6,SP,,7205,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815795,,Junior Ciprian,AZ,7210,Tier 6,SP,,7206,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808087,,Junior Sanchez,AZ,7211,Tier 6,SP,,7207,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,811145,,Junior Suarez,KC,7212,Tier 6,SP,,7208,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807724,,Justin Chambers,LAA,7213,Tier 6,SP,,7209,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823783,,Justin Lugo,MIL,7214,Tier 6,SP,,7210,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815076,,Kamdyn Perry,TEX,7215,Tier 6,SP,,7211,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815111,,Keegan Zinn,CLE,7216,Tier 6,SP,,7212,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808383,,Kelvis Salcedo,DET,7217,Tier 6,SP,,7213,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808111,,Kendal Meza,SEA,7218,Tier 6,SP,,7214,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808246,,Keuri Almonte,PIT,7219,Tier 6,SP,,7215,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,830400,,Kevin Centeno,NYY,7220,Tier 6,SP,,7216,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,813979,,Kevin Tejada,COL,7221,Tier 6,SP,,7217,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808280,,Kevin Velasco,BAL,7222,Tier 6,SP,,7218,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820960,,Kifraidy Encarnacion,MIA,7223,Tier 6,SP,,7219,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,826940,,Kyle DeGroat,KC,7224,Tier 6,SP,,7220,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814120,,Langston Burkett,SD,7225,Tier 6,SP,,7221,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,832318,,Leandro Rodriguez,SF,7226,Tier 6,SP,,7222,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820897,,Lenixon Armas,COL,7227,Tier 6,SP,,7223,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808006,,Leonardo Leon,DET,7228,Tier 6,SP,,7224,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800320,,Leonel Sequera,STL,7229,Tier 6,SP,,7225,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814377,,Leudy Tirado,LAA,7230,Tier 6,SP,,7226,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808224,,Leuris Portorreal,WSH,7231,Tier 6,SP,,7227,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808508,,Lewis Sifontes,ATL,7232,Tier 6,SP,,7228,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801737,,Liomar Martinez,MIA,7233,Tier 6,SP,,7229,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823880,,Luilli Cabrera,CLE,7234,Tier 6,SP,,7230,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821011,,Luis Andujar,BAL,7235,Tier 6,SP,,7231,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808244,,Luis Arestigueta,ATL,7236,Tier 6,SP,,7232,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827469,,Luis Burgos,NYY,7237,Tier 6,SP,,7233,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800461,,Luis Gonzalez,PHI,7238,Tier 6,SP,,7234,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815211,,Luis Hernandez,SF,7239,Tier 6,SP,,7235,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829475,,Luis Mata,CHC,7240,Tier 6,SP,,7236,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,834905,,Luis Paredes,AZ,7241,Tier 6,SP,,7237,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808506,,Luis Porfirio,MIA,7242,Tier 6,SP,,7238,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807001,,Luis Reyes,CWS,7243,Tier 6,SP,,7239,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,830447,,Luis Rodriguez,NYY,7244,Tier 6,SP,,7240,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,828270,,Luis Sierra,BAL,7245,Tier 6,SP,,7241,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,809328,,Luis Sotillo,NYM,7246,Tier 6,SP,,7242,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816405,,Luis Yepes,CIN,7247,Tier 6,SP,,7243,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821052,,Madinson Frias,BOS,7248,Tier 6,SP,,7244,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,830418,,Maicol Lauriano,PHI,7249,Tier 6,SP,,7245,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827442,,Manuel Compres,MIN,7250,Tier 6,SP,,7246,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825268,,Manuel Cruz,NYY,7251,Tier 6,SP,,7247,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808510,,Manuel Genao,MIA,7252,Tier 6,SP,,7248,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808130,,Manuel Osorio,CLE,7253,Tier 6,SP,,7249,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800207,,Manuel Perez,ATH,7254,Tier 6,SP,,7250,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,804973,,Manuel Rodriguez,MIL,7255,Tier 6,SP,,7251,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829687,,Manuel Ruiz,WSH,7256,Tier 6,SP,,7252,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,832495,,Manuel Suero,TOR,7257,Tier 6,SP,,7253,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829265,,Marco Arcia,DET,7258,Tier 6,SP,,7254,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806866,,Marco Corcho,LAA,7259,Tier 6,SP,,7255,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821605,,Marcos Pol,ATL,7260,Tier 6,SP,,7256,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821023,,Marlon De La Cruz,WSH,7261,Tier 6,SP,,7257,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,812363,,Marlon Nieves,LAA,7262,Tier 6,SP,,7258,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807009,,Marwys Cabrera,KC,7263,Tier 6,SP,,7259,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806974,,Matteo Marelli,NYM,7264,Tier 6,SP,,7260,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,831811,,Mauricio De La Cruz,PIT,7265,Tier 6,SP,,7261,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800591,,Maximo Rodriguez,SEA,7266,Tier 6,SP,,7262,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,824923,,Maykel Sanchez,TEX,7267,Tier 6,SP,,7263,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835194,,Melvin Hidalgo,ATL,7268,Tier 6,SP,,7264,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821060,,Melvin Rodriguez,MIN,7269,Tier 6,SP,,7265,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816264,,Merlin Bido,BOS,7270,Tier 6,SP,,7266,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816404,,Michael Correa,STL,7271,Tier 6,SP,,7267,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835488,,Michael Manjarres,BOS,7272,Tier 6,SP,,7268,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821679,,Michael Ramirez,LAD,7273,Tier 6,SP,,7269,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806876,,Moises Castillo,CIN,7274,Tier 6,SP,,7270,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816396,,Moises Meza,COL,7275,Tier 6,SP,,7271,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827626,,Nate Payne,MIA,7276,Tier 6,SP,,7272,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,822616,,Nestor Cafe,MIN,7277,Tier 6,SP,,7273,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808658,,Nicolas De La Cruz,BOS,7278,Tier 6,SP,,7274,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821069,,Noslen Marquez,ATL,7279,Tier 6,SP,,7275,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825674,,Omar Arredondo,TB,7280,Tier 6,SP,,7276,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800439,,Omar Gonzalez,NYY,7281,Tier 6,SP,,7277,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,828786,,Omar Montano,MIN,7282,Tier 6,SP,,7278,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800466,,Omar Victorino,NYM,7283,Tier 6,SP,,7279,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821117,,Oniel Diaz,CIN,7284,Tier 6,SP,,7280,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823347,,Oscar Melgarejo,CLE,7285,Tier 6,SP,,7281,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827745,,Oswal Rodriguez,KC,7286,Tier 6,SP,,7282,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815157,,Owen Hall,DET,7287,Tier 6,SP,,7283,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807953,,Paul Chacon,ATH,7288,Tier 6,SP,,7284,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835403,,Rafael Gonzalez,HOU,7289,Tier 6,SP,,7285,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807635,,Rafael Leon,CIN,7290,Tier 6,SP,,7286,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800321,,Raimy Rodriguez,HOU,7291,Tier 6,SP,,7287,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829682,,Rainer Marin,MIN,7292,Tier 6,SP,,7288,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808892,,Rainy Mota,PHI,7293,Tier 6,SP,,7289,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827408,,Ramon Marquez,PHI,7294,Tier 6,SP,,7290,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808359,,Randry De Leon,SF,7295,Tier 6,SP,,7291,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835993,,Ranger Sarit,WSH,7296,Tier 6,SP,,7292,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825356,,Ransel Cruz,TB,7297,Tier 6,SP,,7293,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,811623,,Raudy Rivera,CLE,7298,Tier 6,SP,,7294,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,828661,,Raymel Belliard,SD,7299,Tier 6,SP,,7295,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815320,,Raymon Rosario,PHI,7300,Tier 6,SP,,7296,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835649,,Rayner Reyes,NYM,7301,Tier 6,SP,,7297,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,810982,,Rayven Antonio,ATL,7302,Tier 6,SP,,7298,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808110,,Renil Ramos,CLE,7303,Tier 6,SP,,7299,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,812159,,Reudis Diaz,CWS,7304,Tier 6,SP,,7300,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,828312,,Reykelly Rubi,BAL,7305,Tier 6,SP,,7301,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,832316,,Ricardo Heredia,HOU,7306,Tier 6,SP,,7302,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814841,,Richard Jimenez,MIA,7307,Tier 6,SP,,7303,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829474,,Robert Moreno,BOS,7308,Tier 6,SP,,7304,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807992,,Roberto Urdaneta,ATH,7309,Tier 6,SP,,7305,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823874,,Robinson Javier,BAL,7310,Tier 6,SP,,7306,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,802090,,Rodarni Salvador,CLE,7311,Tier 6,SP,,7307,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808074,,Rolando Anzola,LAA,7312,Tier 6,SP,,7308,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815858,,Ronaldys Jimenez,PIT,7313,Tier 6,SP,,7309,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820882,,Rordy Mejia,SD,7314,Tier 6,SP,,7310,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829459,,Ruben Medina,TEX,7315,Tier 6,SP,,7311,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,828297,,Ruben Saldana,MIL,7316,Tier 6,SP,,7312,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808531,,Rudit Pina,ATL,7317,Tier 6,SP,,7313,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820853,,Ryjeteri Merite,CIN,7318,Tier 6,SP,,7315,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823883,,Salvador Casado,BAL,7319,Tier 6,SP,,7316,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808247,,Samuel Sanchez,LAA,7320,Tier 6,SP,,7317,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808020,,Sann Omosako,TOR,7321,Tier 6,SP,,7318,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808071,,Santiago Peraza,CLE,7322,Tier 6,SP,,7319,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,835947,,Sebastian Lantigua,NYM,7323,Tier 6,SP,,7320,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827385,,Sebastian Pulido,MIN,7324,Tier 6,SP,,7321,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807640,,Sergio Villa,CIN,7325,Tier 6,SP,,7322,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806823,,Sheng-En Lin,CIN,7326,Tier 6,SP,,7323,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814507,,Sterling Patick,LAD,7327,Tier 6,SP,,7324,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806064,,Steven Echavarria,ATH,7328,Tier 6,SP,,7325,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807314,,Trevor Harrison,TB,7329,Tier 6,SP,,7326,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,816142,,Troy Guthrie,TOR,7330,Tier 6,SP,,7327,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
