pick_number,round,pick_in_round,team,player_name,player_type,position_bucket,eligible_positions,roster_bucket,current_level,dynasty_rank,adp,injury_status,transaction_status,rationale
314,32,4,Josh M,Harry Ford,hitter,C,C/CATCHER,Minors,AAA,388,593.0,,Optioned,Josh M prioritized portfolio balance and optional roster construction; Harry Ford fit as a c contributor; dynasty rank 388; market ADP 593.0; as a minor-league stash; closer-to-MLB proximity still fit the manager's prospect plan; upper-minors proximity improved the stash appeal.
315,32,5,Paul,Jordan Beck,hitter,OF,OF,MLB,MLB,258,270.0,,,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Jordan Beck fit as a of contributor; dynasty rank 258; market ADP 270.0; team OBP build needed reinforcement."
316,32,6,Michael,Sean Burke,pitcher,SP,SP,MLB,MLB,466,263.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Sean Burke fit as a sp contributor; dynasty rank 466; market ADP 263.0; MLB-slot pressure required immediate production."
317,32,7,Matt,Luis Arraez,hitter,2B,1B/2B,MLB,MLB,356,274.0,,Signed as Free Agent,"Matt prioritized weekly usability, flexibility, and role-driven edges; Luis Arraez fit as a 2b contributor; dynasty rank 356; market ADP 274.0; team OBP build needed reinforcement."
318,32,8,Wendell,George Valera,hitter,OF,DH/OF/RF/OUTFIELDER,Minors,AAA,550,416.0,,,"Wendell prioritized track record, market comfort, and familiar MLB certainty; George Valera fit as a of contributor; dynasty rank 550; market ADP 416.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
319,32,9,Rob,Yandy Diaz,hitter,1B,1B,MLB,MLB,188,286.0,,,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Yandy Diaz fit as a 1b contributor; dynasty rank 188; market ADP 286.0; team OBP build needed reinforcement."
320,32,10,Chris,Jonathan India,hitter,2B,2B/3B/OF,MLB,MLB,490,271.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Jonathan India fit as a 2b contributor; dynasty rank 490; market ADP 271.0; team OBP build needed reinforcement."
321,33,1,Chris,Nolan Schanuel,hitter,1B,1B,MLB,MLB,278,289.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Nolan Schanuel fit as a 1b contributor; dynasty rank 278; market ADP 289.0; team OBP build needed reinforcement."
322,33,2,Rob,Joe Mack,hitter,C,C/CATCHER,Minors,AAA,406,645.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Joe Mack fit as a c contributor; dynasty rank 406; market ADP 645.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
323,33,3,Wendell,Hayden Birdsong,pitcher,RP,P/PITCHER,Minors,MLB,385,299.0,,,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Hayden Birdsong fit as a late-inning reliever; dynasty rank 385; market ADP 299.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
324,33,4,Matt,Carlos Estevez,pitcher,RP,RP,MLB,MLB,332,286.0,,,"Matt prioritized weekly usability, flexibility, and role-driven edges; Carlos Estevez fit as a late-inning reliever; dynasty rank 332; market ADP 286.0."
325,33,5,Michael,Matthew Liberatore,pitcher,SP,SP,MLB,MLB,432,270.0,,Number Change,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Matthew Liberatore fit as a sp contributor; dynasty rank 432; market ADP 270.0; MLB-slot pressure required immediate production."
326,33,6,Paul,Nelson Rada,hitter,OF,OF/CF/OUTFIELDER,Minors,AA,825,890.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Nelson Rada fit as a of contributor; dynasty rank 825; market ADP 890.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
327,33,7,Josh M,Gage Jump,pitcher,SP,SP/P/PITCHER,Minors,AA,346,855.0,,Assigned,Josh M prioritized portfolio balance and optional roster construction; Gage Jump fit as a sp contributor; dynasty rank 346; market ADP 855.0; as a minor-league stash; upper-minors proximity matched the manager's draft comfort zone; upper-minors proximity improved the stash appeal.
328,33,8,Shane,Brandon Lowe,hitter,2B,2B,MLB,MLB,241,267.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Brandon Lowe fit as a 2b contributor; dynasty rank 241; market ADP 267.0; team OBP build needed reinforcement."
329,33,9,Greg,Hunter Barco,pitcher,SP,RP/P/PITCHER,Minors,MLB,446,794.0,,,Greg prioritized present-year reliability and secure MLB roles; Hunter Barco fit as a sp contributor; dynasty rank 446; market ADP 794.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
330,33,10,Josh V,Quinn Priester,pitcher,SP,SP,MLB,,267,284.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Quinn Priester fit as a sp contributor; dynasty rank 267; market ADP 284.0; MLB-slot pressure required immediate production.
331,34,1,Josh V,Alejandro Kirk,hitter,C,C,MLB,MLB,234,282.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Alejandro Kirk fit as a c contributor; dynasty rank 234; market ADP 282.0; MLB-slot pressure required immediate production; roster construction needed this position fit; team OBP build needed reinforcement.
332,34,2,Greg,Jacob Melton,hitter,OF,OF/LF/OUTFIELDER,Minors,AAA,479,833.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Jacob Melton fit as a of contributor; dynasty rank 479; market ADP 833.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
333,34,3,Shane,Jake Cronenworth,hitter,SS,2B/1B/SS,MLB,MLB,493,273.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Jake Cronenworth fit as a ss contributor; dynasty rank 493; market ADP 273.0; team OBP build needed reinforcement."
334,34,4,Josh M,Cooper Pratt,hitter,SS,SS/INFIELDER,Minors,AA,314,1202.0,,Assigned,Josh M prioritized portfolio balance and optional roster construction; Cooper Pratt fit as a ss contributor; dynasty rank 314; market ADP 1202.0; as a minor-league stash; upper-minors proximity matched the manager's draft comfort zone; upper-minors proximity improved the stash appeal.
335,34,5,Paul,Ryan Clifford,hitter,1B,1B/INFIELDER,Minors,MLB,372,961.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Ryan Clifford fit as a 1b contributor; dynasty rank 372; market ADP 961.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
336,34,6,Michael,Trevor Rogers,pitcher,SP,SP,MLB,MLB,243,287.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Trevor Rogers fit as a sp contributor; dynasty rank 243; market ADP 287.0; MLB-slot pressure required immediate production."
337,34,7,Matt,JR Ritchie,pitcher,SP,SP/P/PITCHER,Minors,AAA,420,1279.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; JR Ritchie fit as a sp contributor; dynasty rank 420; market ADP 1279.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
338,34,8,Wendell,Quinn Mathews,pitcher,SP,SP/P/PITCHER,Minors,AA,328,287.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Quinn Mathews fit as a sp contributor; dynasty rank 328; market ADP 287.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
339,34,9,Rob,Angel Genao,hitter,SS,SS/3B/INFIELDER,Minors,AAA,376,1600.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Angel Genao fit as a ss contributor; dynasty rank 376; market ADP 1600.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
340,34,10,Chris,Alec Bohm,hitter,3B,3B/1B,MLB,MLB,308,292.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Alec Bohm fit as a 3b contributor; dynasty rank 308; market ADP 292.0; team OBP build needed reinforcement."
341,35,1,Chris,Bryan Reynolds,hitter,OF,OF,MLB,MLB,244,291.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Bryan Reynolds fit as a of contributor; dynasty rank 244; market ADP 291.0; team OBP build needed reinforcement."
342,35,2,Rob,Kevin Alcantara,hitter,OF,OF/RF/OUTFIELDER,Minors,AAA,421,1351.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Kevin Alcantara fit as a of contributor; dynasty rank 421; market ADP 1351.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
343,35,3,Wendell,Juan Brito,hitter,SS,2B/SS/INFIELDER,Minors,AAA,785,852.0,,Optioned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Juan Brito fit as a ss contributor; dynasty rank 785; market ADP 852.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
344,35,4,Matt,Gabriel Gonzalez,hitter,OF,OF/RF/OUTFIELDER,Minors,AAA,1028,1085.0,,Optioned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Gabriel Gonzalez fit as a of contributor; dynasty rank 1028; market ADP 1085.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
345,35,5,Michael,Chad Patrick,pitcher,SP,SP/P/PITCHER,MLB,MLB,447,292.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Chad Patrick fit as a sp contributor; dynasty rank 447; market ADP 292.0; MLB-slot pressure required immediate production."
346,35,6,Paul,Ralphy Velazquez,hitter,1B,1B/INFIELDER,Minors,AA,349,1586.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Ralphy Velazquez fit as a 1b contributor; dynasty rank 349; market ADP 1586.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
347,35,7,Josh M,Rainiel Rodriguez,hitter,C,C/CATCHER,Minors,High-A,224,1163.0,,Assigned,Josh M prioritized portfolio balance and optional roster construction; Rainiel Rodriguez fit as a c contributor; dynasty rank 224; market ADP 1163.0; as a minor-league stash; the prospect was deeper in the minors than this manager usually prefers.
348,35,8,Shane,Brandon Marsh,hitter,OF,OF,MLB,MLB,487,242.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Brandon Marsh fit as a of contributor; dynasty rank 487; market ADP 242.0; team OBP build needed reinforcement."
349,35,9,Greg,Denzer Guzman,hitter,SS,SS/INFIELDER,Minors,AAA,992,1077.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Denzer Guzman fit as a ss contributor; dynasty rank 992; market ADP 1077.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
350,35,10,Josh V,Ryne Nelson,pitcher,SP,SP,MLB,MLB,304,251.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Ryne Nelson fit as a sp contributor; dynasty rank 304; market ADP 251.0; MLB-slot pressure required immediate production.
351,36,1,Josh V,Mike Burrows,pitcher,SP,SP/P/PITCHER,MLB,MLB,533,300.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Mike Burrows fit as a sp contributor; dynasty rank 533; market ADP 300.0; MLB-slot pressure required immediate production.
352,36,2,Greg,Jesus Rodriguez,hitter,C,C/CATCHER,Minors,AAA,920,1069.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Jesus Rodriguez fit as a c contributor; dynasty rank 920; market ADP 1069.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
353,36,3,Shane,Raisel Iglesias,pitcher,RP,RP,MLB,MLB,169,307.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Raisel Iglesias fit as a late-inning reliever; dynasty rank 169; market ADP 307.0."
354,36,4,Josh M,Joshua Baez,hitter,OF,OF/RF/OUTFIELDER,Minors,AA,309,1468.0,,Assigned,Josh M prioritized portfolio balance and optional roster construction; Joshua Baez fit as a of contributor; dynasty rank 309; market ADP 1468.0; as a minor-league stash; upper-minors proximity matched the manager's draft comfort zone; upper-minors proximity improved the stash appeal.
355,36,5,Paul,Jonathon Long,hitter,1B,1B/INFIELDER,Minors,MLB,946,1007.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Jonathon Long fit as a 1b contributor; dynasty rank 946; market ADP 1007.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
356,36,6,Michael,Reid Detmers,pitcher,SP,SP,MLB,MLB,412,282.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Reid Detmers fit as a sp contributor; dynasty rank 412; market ADP 282.0; MLB-slot pressure required immediate production."
357,36,7,Matt,William Bergolla Jr.,hitter,SS,SS/2B/INFIELDER,Minors,MLB,1072,1220.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; William Bergolla Jr. fit as a ss contributor; dynasty rank 1072; market ADP 1220.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
358,36,8,Wendell,James Triantos,hitter,2B,2B/INFIELDER,Minors,AAA,1010,1086.0,,Optioned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; James Triantos fit as a 2b contributor; dynasty rank 1010; market ADP 1086.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
359,36,9,Rob,Jacob Reimer,hitter,3B,OF/3B/INFIELDER,Minors,MLB,459,1561.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Jacob Reimer fit as a 3b contributor; dynasty rank 459; market ADP 1561.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
360,36,10,Chris,Lars Nootbaar,hitter,OF,OF/LF/OUTFIELDER,MLB,MLB,402,315.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Lars Nootbaar fit as a of contributor; dynasty rank 402; market ADP 315.0; team OBP build needed reinforcement."
361,37,1,Chris,Jared Triolo,hitter,SS,1B/SS/3B/2B/INFIELDER,MLB,MLB,494,308.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Jared Triolo fit as a ss contributor; dynasty rank 494; market ADP 308.0; team OBP build needed reinforcement."
362,37,2,Rob,Cooper Ingle,hitter,C,C/CATCHER,Minors,AAA,1120,1379.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Cooper Ingle fit as a c contributor; dynasty rank 1120; market ADP 1379.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
363,37,3,Wendell,Yassel Soler,hitter,3B,3B/INFIELDER,Minors,MLB,1175,1226.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Yassel Soler fit as a 3b contributor; dynasty rank 1175; market ADP 1226.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
364,37,4,Matt,Tommy Troy,hitter,SS,2B/SS/INFIELDER,Minors,MLB,1080,1252.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Tommy Troy fit as a ss contributor; dynasty rank 1080; market ADP 1252.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
365,37,5,Michael,Cole Young,hitter,2B,2B/INFIELDER,MLB,MLB,377,290.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Cole Young fit as a 2b contributor; dynasty rank 377; market ADP 290.0; MLB-slot pressure required immediate production; roster construction needed this position fit; team OBP build needed reinforcement."
366,37,6,Paul,Kaelen Culpepper,hitter,SS,SS/INFIELDER,Minors,AA,266,2520.0,,,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Kaelen Culpepper fit as a ss contributor; dynasty rank 266; market ADP 2520.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
367,37,7,Josh M,Leo Bernal,hitter,C,C/CATCHER,Minors,AA,1281,1571.0,,Assigned,Josh M prioritized portfolio balance and optional roster construction; Leo Bernal fit as a c contributor; dynasty rank 1281; market ADP 1571.0; as a minor-league stash; upper-minors proximity matched the manager's draft comfort zone; upper-minors proximity improved the stash appeal.
368,37,8,Shane,Pete Fairbanks,pitcher,RP,RP,MLB,MLB,359,311.0,,,"Shane prioritized clear jobs, volume paths, and role-change usability; Pete Fairbanks fit as a late-inning reliever; dynasty rank 359; market ADP 311.0."
369,37,9,Greg,Tre’ Morgan,hitter,1B,1B/INFIELDER,Minors,MLB,986,1065.0,,Assigned,Greg prioritized present-year reliability and secure MLB roles; Tre’ Morgan fit as a 1b contributor; dynasty rank 986; market ADP 1065.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
370,37,10,Josh V,Abner Uribe,pitcher,RP,RP,MLB,MLB,270,330.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Abner Uribe fit as a late-inning reliever; dynasty rank 270; market ADP 330.0; MLB-slot pressure required immediate production; team save totals needed attention.
371,38,1,Josh V,Kyle Teel,hitter,C,C,MLB,,213,216.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Kyle Teel fit as a c contributor; dynasty rank 213; market ADP 216.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
372,38,2,Greg,Zach Cole,hitter,OF,OF/CF/OUTFIELDER,Minors,Prospect,531,390.0,,,Greg prioritized present-year reliability and secure MLB roles; Zach Cole fit as a of contributor; dynasty rank 531; market ADP 390.0; as a minor-league stash; minor-slot pressure required prospect inventory.
373,38,3,Shane,Hao-Yu Lee,hitter,2B,3B/2B/INFIELDER,Minors,AA,1238,1339.0,,Optioned,"Shane prioritized clear jobs, volume paths, and role-change usability; Hao-Yu Lee fit as a 2b contributor; dynasty rank 1238; market ADP 1339.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
374,38,4,Josh M,Brooks Lee,hitter,SS,2B/SS/3B,MLB,MLB,384,256.0,,,Josh M prioritized portfolio balance and optional roster construction; Brooks Lee fit as a ss contributor; dynasty rank 384; market ADP 256.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
375,38,5,Paul,Jimmy Crooks,hitter,C,C/CATCHER,Minors,AA,1051,1201.0,,Assigned,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Jimmy Crooks fit as a c contributor; dynasty rank 1051; market ADP 1201.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
376,38,6,Michael,Jordan Walker,hitter,OF,OF,MLB,MLB,460,267.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Jordan Walker fit as a of contributor; dynasty rank 460; market ADP 267.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
377,38,7,Matt,Xavier Isaac,hitter,1B,DH/1B/INFIELDER,Minors,MLB,404,1551.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Xavier Isaac fit as a 1b contributor; dynasty rank 404; market ADP 1551.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
378,38,8,Wendell,Allan Castro,hitter,OF,OF/CF/OUTFIELDER,Minors,MLB,1134,1174.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Allan Castro fit as a of contributor; dynasty rank 1134; market ADP 1174.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
379,38,9,Rob,Henry Bolte,hitter,OF,OF/OUTFIELDER,Minors,MLB,1780,1506.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Henry Bolte fit as a of contributor; dynasty rank 1780; market ADP 1506.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
380,38,10,Chris,Jake Meyers,hitter,OF,OF/CF/OUTFIELDER,MLB,MLB,500,298.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Jake Meyers fit as a of contributor; dynasty rank 500; market ADP 298.0; team OBP build needed reinforcement."
381,39,1,Chris,Gabriel Moreno,hitter,C,C/CATCHER,MLB,MLB,269,347.0,,,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Gabriel Moreno fit as a c contributor; dynasty rank 269; market ADP 347.0; team OBP build needed reinforcement."
382,39,2,Rob,Mikey Romero,hitter,SS,SS/INFIELDER,Minors,MLB,1091,1184.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Mikey Romero fit as a ss contributor; dynasty rank 1091; market ADP 1184.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
383,39,3,Wendell,Luis Morales,pitcher,SP,SP/P/PITCHER,Minors,MLB,354,401.0,,Number Change,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Luis Morales fit as a sp contributor; dynasty rank 354; market ADP 401.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
384,39,4,Matt,John Peck,hitter,SS,SS/INFIELDER,Minors,MLB,1055,1140.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; John Peck fit as a ss contributor; dynasty rank 1055; market ADP 1140.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
385,39,5,Michael,Francisco Alvarez,hitter,C,C,MLB,MLB,276,227.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Francisco Alvarez fit as a c contributor; dynasty rank 276; market ADP 227.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
386,39,6,Paul,Nathan Church,hitter,OF,OF/LF/OUTFIELDER,Minors,AA,764,768.0,,,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Nathan Church fit as a of contributor; dynasty rank 764; market ADP 768.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
387,39,7,Josh M,Brett Baty,hitter,2B,2B/3B/INFIELDER,MLB,MLB,257,329.0,,,Josh M prioritized portfolio balance and optional roster construction; Brett Baty fit as a 2b contributor; dynasty rank 257; market ADP 329.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
388,39,8,Shane,Mike Sirota,hitter,OF,OF/CF/OUTFIELDER,Minors,High-A,292,1053.0,,Assigned,"Shane prioritized clear jobs, volume paths, and role-change usability; Mike Sirota fit as a of contributor; dynasty rank 292; market ADP 1053.0; as a minor-league stash; minor-slot pressure required prospect inventory."
389,39,9,Greg,Grant Taylor,pitcher,SP,RP/P/PITCHER,Minors,MLB,342,409.0,,,Greg prioritized present-year reliability and secure MLB roles; Grant Taylor fit as a sp contributor; dynasty rank 342; market ADP 409.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
390,39,10,Josh V,Brayan Rocchio,hitter,SS,2B/SS/INFIELDER,MLB,MLB,499,310.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Brayan Rocchio fit as a ss contributor; dynasty rank 499; market ADP 310.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
391,40,1,Josh V,Nasim Nunez,hitter,SS,SS/2B/INFIELDER,MLB,MLB,495,342.0,,,Josh V prioritized long-term ceiling and upside over market conservatism; Nasim Nunez fit as a speed-impact bat; dynasty rank 495; market ADP 342.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
392,40,2,Greg,Rafael Flores Jr.,hitter,C,1B/C/CATCHER,Minors,AAA,1086,1227.0,,Optioned,Greg prioritized present-year reliability and secure MLB roles; Rafael Flores Jr. fit as a c contributor; dynasty rank 1086; market ADP 1227.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal.
393,40,3,Shane,Thayron Liranzo,hitter,C,C/CATCHER,Minors,AA,1295,1580.0,,Optioned,"Shane prioritized clear jobs, volume paths, and role-change usability; Thayron Liranzo fit as a c contributor; dynasty rank 1295; market ADP 1580.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
394,40,4,Josh M,Spencer Horwitz,hitter,1B,1B/INFIELDER,MLB,MLB,513,351.0,,,Josh M prioritized portfolio balance and optional roster construction; Spencer Horwitz fit as a 1b contributor; dynasty rank 513; market ADP 351.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement.
395,40,5,Paul,Abimelec Ortiz,hitter,1B,1B/INFIELDER,Minors,AA,705,625.0,,Trade,"Paul prioritized category leverage in OBP, speed, saves, and point swings; Abimelec Ortiz fit as a 1b contributor; dynasty rank 705; market ADP 625.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
396,40,6,Michael,Mark Vientos,hitter,3B,3B,MLB,MLB,245,237.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Mark Vientos fit as a 3b contributor; dynasty rank 245; market ADP 237.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
397,40,7,Matt,Max Anderson,hitter,2B,2B/INFIELDER,Minors,MLB,1264,1364.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; Max Anderson fit as a 2b contributor; dynasty rank 1264; market ADP 1364.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
398,40,8,Wendell,Charles McAdoo,hitter,2B,3B/2B/INFIELDER,Minors,MLB,1035,1084.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Charles McAdoo fit as a 2b contributor; dynasty rank 1035; market ADP 1084.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
399,40,9,Rob,Kemp Alderman,hitter,OF,OF/OUTFIELDER,Minors,MLB,1286,1355.0,,Assigned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Kemp Alderman fit as a of contributor; dynasty rank 1286; market ADP 1355.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
400,40,10,Chris,Ethan Salas,hitter,C,C/CATCHER,Minors,High-A,453,1610.0,,Assigned,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Ethan Salas fit as a c contributor; dynasty rank 453; market ADP 1610.0; as a minor-league stash; minor-slot pressure required prospect inventory."
401,41,1,Chris,Cole Carrigg,hitter,OF,OF/OUTFIELDER,Minors,MLB,1653,1459.0,,Assigned,"Chris prioritized consensus support across dynasty rank, ADP, and roster balance; Cole Carrigg fit as a of contributor; dynasty rank 1653; market ADP 1459.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
402,41,2,Rob,Gabriel Rincones Jr.,hitter,OF,OF/RF/OUTFIELDER,Minors,AAA,1262,1309.0,,Optioned,"Rob prioritized ratio protection and downside control in OBP, ERA, and WHIP; Gabriel Rincones Jr. fit as a of contributor; dynasty rank 1262; market ADP 1309.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
403,41,3,Wendell,Yohandy Morales,hitter,3B,3B/INFIELDER,Minors,MLB,1132,1153.0,,Assigned,"Wendell prioritized track record, market comfort, and familiar MLB certainty; Yohandy Morales fit as a 3b contributor; dynasty rank 1132; market ADP 1153.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
404,41,4,Matt,RJ Schreck,hitter,OF,OF/LF/OUTFIELDER,Minors,MLB,1207,1285.0,,Assigned,"Matt prioritized weekly usability, flexibility, and role-driven edges; RJ Schreck fit as a of contributor; dynasty rank 1207; market ADP 1285.0; as a minor-league stash; minor-slot pressure required prospect inventory; upper-minors proximity improved the stash appeal."
405,41,5,Michael,Isaac Collins,hitter,OF,OF,MLB,MLB,508,358.0,,,"Michael prioritized age-adjusted growth, minors value, and long-horizon assets; Isaac Collins fit as a of contributor; dynasty rank 508; market ADP 358.0; MLB-slot pressure required immediate production; team OBP build needed reinforcement."
